ytid,fmin (Hz),fmax (Hz),F0 25th percentile (Hz),F0 50th percentile (Hz),F0 75th percentile (Hz),F0 Mean (Hz),F0 Delta Mean (Hz),RMS Mean,RMS Delta Mean,Spectral Centroid Mean (Hz),Spectral Centroid Delta Mean (Hz),Adjusted Centroid Mean,HNR Mean,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC Delta1,MFCC Delta2,MFCC Delta3,MFCC Delta4,MFCC Delta5,MFCC Delta6,MFCC Delta7,MFCC Delta8,MFCC Delta9,MFCC Delta10,MFCC Delta11,MFCC Delta12,gender_label
5uS2vZJ79hA,297.0769881570017,389.7377084050387,307.5533855193843,316.5653876023804,362.7724204076512,335.4766394493308,-0.644003958,0.16163555,-0.000786855,2646.8940307579296,11.14918865937414,7.9678315273976095,14.602203901748442,4.443142890930176,-94.81040192,5.377134799957275,-31.04076004,-13.93203831,-4.677111149,-36.81216812,7.438242912,-3.820589542,-23.40272522,-8.867152214,-17.42675591,-0.548018575,0.3521870374679565,0.4282406270503998,0.5278441309928894,-0.337383628,-0.408019155,0.1534977108240127,-0.044229668,-0.045197759,-0.307125568,0.027032616,-0.455640048,1
1BbgpMfKcA8,237.1560802694281,450.28451247858095,298.7979376420108,385.2611890185895,445.11255373284587,373.08228481484434,0.5844521911217604,0.1586575,-0.000563103,1742.288559579945,-1.07534186,4.815257846383843,5.154368163419202,103.4741211,-121.5731201,-23.38644981,-41.90077972,-16.24142075,-14.34185791,-5.477263927,-13.40636253,-2.935267925,-11.9898262,-0.336890996,-11.36380577,0.2242947369813919,-0.428885967,-0.135261402,-0.073333994,-0.076967165,-0.006758181,-0.205722228,0.1612258106470108,0.072319746,0.2235445976257324,0.2627656161785126,0.1530178636312484,1
23ytwhMslDc,191.5211239251473,283.6614678567074,214.9751930555341,239.91170118635668,270.8517709358815,241.1932484733049,0.22857471,0.11815983,-4.89E-05,1741.611872727815,-10.13253102,7.221139260014911,12.647478401006492,103.9112319946289,6.830045223236084,-5.690120697,-18.16188812,-8.843888283,2.018926858901977,-17.41507721,-7.186817169,17.045705795288086,-19.0541153,0.6625076532363892,-8.639192581,0.4075214266777038,0.059781935,-0.029593356,-0.000496305,0.1429434120655059,-0.017055433,-0.056915257,-0.057317588,0.064002097,-0.038280193,-0.127249837,-0.047362611,1
7sfCGRHD1XY,181.8190699939266,288.6197829762387,213.7370270537933,237.1560802694281,244.1052838549259,233.0846780221436,-0.088011046,0.08625156,0.000232065,1601.1794933435906,-0.673456277,6.885834253921408,5.690094592139492,101.41870880126952,-22.9582653,-7.492093563,-4.994729519,-34.2815361,-6.743617058,-13.11983776,-9.440714836,-18.85614586,-18.65875626,0.9684646725654602,-12.71862125,-0.035902902,0.2381110489368438,-0.231607825,-0.091827959,0.1743692308664322,-0.169285193,-0.2075077,-0.184802085,0.3101291358470917,0.001005747,-0.053390101,0.053226043,1
7HA21WpT01Q,280.40333801023763,535.481546,321.63506488734845,339.2863815897469,403.4817790100553,359.97176382852024,1.8408168306361787,0.07614641,3.487672802293673e-05,1271.2618652799708,0.1652005109568882,3.551236494011785,2.959509071918916,144.1492462158203,-54.30503082,15.412239074707031,-29.05917168,-11.95672607,3.764682054519653,-20.94914246,15.448932647705078,-3.603972912,-20.18857193,-1.641561747,-2.862174988,-0.185787529,0.4375229179859161,-0.35476777,-0.639356613,-0.031023066,0.1345190703868866,-0.022221372,-0.213585913,-0.000606123,-0.0698575,-0.006935285,0.038309019,1
0R03FfHsGps,237.1560802694281,365.7446743028266,273.2098581,283.6614678567074,315.6537463690686,288.2477805232807,-0.241452522,0.15624617,-0.000224874,816.8587412187458,-0.658258493,2.838035141602452,20.71192462069036,138.88291931152344,-17.28739357,-6.182040691,-43.79772949,-30.33512688,-19.10168839,-22.53421974,-11.30989552,-27.31208992,-8.760956764,-4.478445053,-14.20606709,-0.103133179,0.079852216,0.013097169,-0.064972661,-0.053256575,-0.111231163,-0.071401179,-0.004293119,-0.121822327,-0.153468758,-0.039869063,-0.021240108,1
2sV48eBWy9Y,318.3992322368831,477.05982293262406,378.6426323875052,468.8642207165331,471.5803235,431.16932312860473,0.7931689530233705,0.12494327,-3.22E-05,2068.528769459954,-1.517292823,4.858042050837032,13.495911156502643,62.950904846191406,-102.9749603,-2.772938251,-48.69397736,-8.273709297,-13.71044731,1.0587469339370728,-25.76280212,19.74422645568848,-31.92649269,-28.96625137,4.638725757598877,0.1247125715017318,-0.113345839,-0.069594592,0.1718516051769256,-0.166098148,-0.064765371,0.022144396,-0.043868572,0.07448294,0.005554557,0.057552934,0.1045799627900123,1
0-gJKU8BwgQ,246.94165062806204,403.4817790100553,276.39362527104737,305.78200836531414,369.9944227116344,320.11002881056044,0.2481568325529684,0.17969918,0.000393195,2121.418864156219,-7.434691359,6.652420894357358,15.265043473543532,57.47841262817383,-34.27663803,-18.3575058,-24.62505722,-37.53187561,-10.86105537,-11.35974026,-22.25816917,1.4534177780151367,-22.05818558,-0.420940191,-20.27207375,0.4622859954833984,0.1175285428762435,-0.120491929,-0.091552399,0.1570163965225219,0.097066186,-0.191773355,-0.028480157,-0.156317368,0.046954185,-0.022965694,-0.131757393,1
56GTq57awC0,280.40333801023763,1244.5079348883237,363.6381399878532,372.1377785978373,1147.8298213936969,666.6551679024777,19.51080247110484,0.12748905,0.00028347,2076.757367040034,4.398488784723631,4.277545895945754,5.948363965392247,108.65354919433594,-142.2376556,26.82945251464844,-46.17645264,-0.386396796,11.288086891174316,-30.31309509,9.615755081176758,-25.20114708,-7.261378765,-1.375574708,-7.929842949,-0.662476182,0.1778305023908615,0.6668108105659485,-0.116732545,-0.304674029,-0.116789848,0.01870504,0.1700053513050079,0.1503572314977646,0.1497146040201187,-0.157150954,-0.457877994,1
0tHTLkNVXTk,255.65002913072476,401.1578949656154,318.3992322368831,323.9647527821156,331.5370699244067,320.6209720750497,2.1569315266057107,0.12028029,0.000254819,1549.3728938297625,1.4735529611459677,4.813431031656068,12.24933393814586,132.36602783203125,-78.6625824,17.753707885742188,-46.93193817,-20.51992607,24.91531562805176,-46.2299881,-1.917582631,4.549914360046387,-36.90917587,-5.884592533,-7.961444378,0.6058729887008667,0.023388978,-0.518625021,-1.106719732,0.3235370516777038,0.4792295098304748,0.1737172752618789,0.8497335314750671,0.2361213415861129,-0.234020829,-0.150111184,-0.218263522,1
3ho7ChvjNeM,220,396.5502035487653,278.7883336231537,333.4576446322876,374.2935508183765,322.8369642980469,0.276085965,0.14339703,0.000406333,1522.8971285306125,-2.580237162,4.949007013,14.409903582157082,74.86502838134766,-21.48517609,21.01006126403809,-20.71150398,-10.87301731,-25.45228767,-20.60339928,-18.1762352,-11.97743702,-19.05580521,-8.000939369,-24.8836422,-0.119030796,-0.177469939,-0.213928491,0.2231969833374023,-0.189756259,-0.065655783,-0.085781597,0.075269781,0.042109396,-0.137284055,0.01155253,-0.055325784,1
62XrOznv0yM,164.81377845643496,280.40333801023763,202.90956258890665,231.7394279100639,239.91170118635668,226.0290149,0.338433234,0.10055368,-0.000276874,778.3186800321455,-1.06533687,3.446938598630617,3.1961335440354084,152.3078155517578,26.725818634033203,12.89758014678955,-27.61853218,-10.38354492,14.372625350952148,-2.976092815,-5.271125317,-15.79227352,-11.43512917,-2.138014793,-0.742000401,0.044916153,0.083982304,-0.109459586,-0.022228191,0.053549405,0.1073823794722557,0.1823444962501526,-0.013426289,0.175498366,0.084101968,-0.010254733,0.049760167,1
2wad5UngnTY,191.5211239251473,394.2662424412591,270.8517709358815,285.3047020232221,331.5370699244067,291.2452830280108,-0.839841991,0.10608105,0.000489567,1746.847877894752,0.8240392181715179,6.108829913838238,10.993334279091666,89.23635101,-31.71933746,-17.1843605,-19.80508041,-33.09451294,-13.43720245,-22.55020332,-24.64426994,0.3489154577255249,-22.58514786,-17.21844482,-17.57884598,-0.133913741,-0.294532418,-0.062012449,0.012738131,-0.054622892,0.021211538,0.1196909248828888,-0.007959259,0.021283589,0.074784651,0.001454053,-0.028225781,1
1Kqyled4p_A,157.37105256787842,455.5165665,255.28192017601856,270.8517709358815,320.7074884459702,283.69641967761675,0.1985184470713377,0.34681597,-0.000730926,1922.2583945087388,0.8350399663874947,7.167488396179098,3.791351469775381,107.18870544433594,-55.45628357,18.54755401611328,-25.18349648,12.285256385803224,-7.186934471,-12.65254593,-20.20090103,-4.313667774,-9.468528748,4.902230739593506,-17.22615242,-0.097263701,-0.076566093,0.071723394,0.1360720992088318,0.048155159,0.042145289,-0.179519311,-0.177533865,-0.046352629,-0.025254689,0.029540449,-0.119285278,1
#NAME?,235.7901617579845,391.9954359817493,295.3659506116579,312.9293240034019,335.38934511626763,316.57386983399545,-0.231478654,0.19390312,-0.0002837,1295.8382624553913,-1.394266932,4.109099708731497,20.740835968422857,89.32148742675781,-11.19638443,-1.518692374,-34.70324707,-21.2204113,-21.39059067,-15.95388699,-27.66328239,-14.19982529,-25.54372787,-18.75833321,-20.89552689,0.066693187,0.2252039015293121,0.064101025,0.012782063,-0.123228177,-0.017321877,0.023535259,0.1103357300162315,-0.024385711,-0.120374016,-0.021171082,0.0108848,1
#NAME?,194.86885420251932,278.7883336231537,238.18645366709103,246.94165062806204,256.02027051891207,247.19344771401592,0.2984922455345704,0.121052004,-6.67E-05,3189.572813,-4.201780256,12.815180575446131,18.40936746273301,38.18290710449219,42.27226638793945,-4.983959198,-12.65757275,-39.16714478,16.00870132446289,-21.02219391,-27.55579185,-13.3941946,-23.5055809,1.083607554,-30.37731934,0.037016042,-0.055658907,0.010438559,-0.070266783,-0.013955289,0.04790812,0.015195973,-0.04170521,-0.128132015,-0.053909726,-0.048453666,-0.094080709,1
6dsRGUkgVIQ,316.5653876023804,477.05982293262406,417.7105332182284,420.1303057205832,425.0119847,426.39288827203785,0.2327576799262796,0.13881944,-8.49E-05,1885.1483898696588,1.842251957121174,4.4263814993586665,20.92157809538326,50.2956543,-73.14997864,14.602434158325195,-68.93138123,-0.71174866,5.793790817260742,-25.43012619,-21.35305595,8.356221199035645,-23.36765289,-17.18144798,-20.45472527,-0.41260311,0.4407953917980194,-0.445292294,-0.339947969,0.3586083948612213,0.021034684,0.1134000271558761,-0.319630772,0.023181535,0.1387515217065811,0.047553271,0.1982440501451492,1
1umwjMwdK34,275.58617649730814,890.2251074656917,280.40333801023763,312.9293240034019,332.4973572783472,316.17895343034525,-0.337485996,0.16771539,-0.001001386,1649.6901584447842,-6.394278195,5.272307061091785,10.958810059880369,132.92848205566406,-125.3452606,0.01231561,-19.87483788,-52.1175499,21.481502532958984,-22.58990288,-20.93967628,24.182308197021484,-20.36356354,-12.91178322,7.852332115,-0.136220679,0.5791376829147339,0.2501157522201538,0.3135024309158325,-0.081128314,-0.38538605,-0.097642697,-0.372957081,-0.215158761,0.2653325796127319,-0.212725714,-0.261948317,1
ClBoHgLCX9w,205.2672581380976,341.2518476034216,242.34987954022256,273.99891691894106,287.37303725537777,267.30120509141494,0.3011860450461313,0.09455166,0.000785508,1143.4127543197958,4.029479298763264,4.248662951757978,13.84039769179764,129.6403350830078,-27.3322258,-6.321639538,-3.008115053,-39.61364746,-8.051166534,-18.90201378,-8.92160511,2.665902614593506,-8.401563644,-13.63556767,-14.69607449,-0.277124226,-0.102450438,-0.220534742,-0.255733818,0.042303469,0.2183105647563934,-0.213924214,0.040315654,-0.012921052,0.051061589,0.087122865,-0.143145785,1
-7UbIGSWUGs,223.84553226259095,391.9954359817493,279.5981612518963,355.3326333920185,371.0692047383199,329.04172071734735,-1.25566399,0.115478046,-0.000874738,1449.5430929395825,-2.740928652,4.525468607198816,8.488019526120436,136.2790985107422,-98.96781921,6.458239555358887,-11.72194767,-42.03683472,4.121973037719727,-19.3909359,-9.079576492,11.339628219604492,-12.16232967,-11.33606339,-9.672464371,0.067896828,0.099419884,-0.248692155,0.288904458,-0.394931674,-0.590045094,0.4457250237464905,0.3607418239116668,0.043926146,0.058639362,-0.169705629,0.090337403,1
2TaJjbKcjUU,291.9733833144849,541.7035419,394.2662424412591,396.5502035487653,401.1578949656154,401.4616352535936,-0.498653247,0.2503281,-0.000217491,1373.1391199296422,1.625374164,3.441539046877313,17.097628742368613,107.3120117,-65.36439514,8.929836273,-19.01640892,-18.45943832,-7.223591328,-27.76877785,-11.18132591,-15.62608814,-17.90797043,-12.58696365,-15.24037933,-0.269816518,0.1154630482196807,-0.075171754,0.038361911,0.1502572298049926,-0.049636297,0.008283033,-0.063419767,0.079756647,0.015728319,-0.019619908,0.031853978,1
4OGILXuDTnI,128.56549734173703,670.7786902325353,300.5288565,331.5370699244067,347.71967648000265,320.1430880303669,3.1158787454877763,0.18868749,-0.000517478,1319.151570669521,3.876884755368846,4.3475741838512985,11.43549727219916,119.25115203857422,-40.16914749,0.6932615041732788,-12.53624153,3.789129734039306,-36.92501831,3.785435199737549,-15.21478081,3.934539318084717,-9.117143631,-6.88654995,1.3943898677825928,-0.325641692,-0.452128351,-0.270685822,-0.140366048,-0.27053535,-0.171541199,-0.073386908,0.014097691,0.2563757300376892,0.2082897573709488,0.2160801142454147,0.1769067943096161,1
#NAME?,261.6255653005986,615.1067710387686,294.5178229773061,473.10404789656207,567.3229357134146,443.6419567248126,5.176102571748065,0.124827385,0.000185455,1746.7209673880936,-3.046760306,4.340857833699063,3.857537460800419,93.46912384033205,-46.93306351,-11.56285667,-23.28096962,-36.80155563,-17.23223686,-25.92902565,-23.70504761,-7.613403797,-19.55636024,2.717557191848755,-1.102358818,-0.240310058,-0.506540895,0.2673477530479431,0.8186548352241516,-0.384676278,-0.287506282,0.09554562,-0.495989442,-0.153254598,0.1253608763217926,0.3674828708171844,0.6026290059089661,1
3Dn26LHTibI,333.4576446322876,460.8094140410758,369.4616699454618,387.4929843823053,391.9954359817493,384.45296409530505,0.3020258542146394,0.13415262,-0.000711363,2251.688373511421,1.8914192201455653,5.863953043,10.133804208016867,54.05150985717773,-56.48163605,-33.8404274,-12.81763458,-14.36577129,-0.878148735,-1.036443114,-23.64717293,24.278902053833008,-0.789274871,-5.539030075,-14.37607765,0.1872644275426864,0.566382647,-0.409251392,-0.134709805,-0.017969539,0.2008123844861984,-0.017794989,-0.094559997,-0.103850305,0.009834809,0.045139316,0.089965746,1
4MoQ6dEl-GY,193.74649219115267,405.8191251778133,235.7901617579845,246.94165062806204,273.99891691894106,254.25131491781684,-1.020956539,0.30226824,-0.000505238,1334.6010139755826,2.762792808858362,5.316033989899907,9.918864923769751,140.18443298339844,-75.67525482,35.36730194091797,-33.43645859,-10.88944721,-15.88685513,-19.61062813,-0.78506273,-8.794659615,3.972501516342163,-6.311402798,-5.171340942,-0.221714318,-0.059678469,0.081001014,-0.118897788,-0.096281298,-0.013862533,0.036734067,0.05629633,0.1047450900077819,0.001021061,-0.063662268,-0.030653028,1
4JtH58_VON8,202.90956258890665,547.9978338378819,261.6255653005986,345.2170030745703,442.5488940698555,352.40894656812657,0.1248121646070456,0.15297328,2.7521518859430216e-05,1328.0960141047578,-3.442869558,3.993890083530896,11.97094070604863,151.6582489013672,-81.44637299,20.83741379,-47.46139526,-28.45710754,3.4983062744140625,-33.9156723,9.475177764892578,7.379418373,-12.87428284,-12.97706413,-2.740078688,0.4202880263328552,0.2872022688388824,0.2469604164361953,0.1372717916965484,-0.171669886,-0.00471064,0.063144296,-0.435937166,-0.355855376,0.1563833355903625,0.1141679063439369,-0.066221029,1
70gR18plsnw,288.6197829762387,427.4740541075866,325.8414615030442,339.2863815897469,345.2170030745703,338.7700748866501,-0.356713141,0.1473177,-0.000590228,784.8140548497254,1.1335018856911534,2.3261448882878777,16.01554393,160.10789489746094,20.83879280090332,18.57590103149414,-13.78630352,-42.60063553,-16.75017357,-2.178086281,-4.543732643,1.4303412437438965,-7.158941746,1.991475343704224,-12.01131439,-0.093981206,0.055744432,0.080297932,0.058184821,-0.139196366,-0.030972455,0.2523261606693268,0.012791561,-0.075810976,-0.001239961,0.1280858069658279,0.020976352,1
5fVahy3FowU,267.740773,437.46578647972086,318.3992322368831,337.3322358273121,404.0661155519948,355.7909845840217,0.04473264,0.13620484,-1.31E-06,1717.949013396363,-1.683162198,4.861964652898741,14.015613460734954,89.62785339355469,-47.90437317,19.15616798400879,-5.766050816,-6.863023281,10.860665321350098,-22.88592529,0.7095432877540588,14.485869407653809,-25.03600311,5.015296459197998,-13.80102158,0.2393325418233871,0.1332374066114425,-0.04792456,-0.115741394,-0.236550599,-0.357659996,0.1795194149017334,-0.144551381,-0.136280552,0.027852127,0.031764697,-0.051837396,1
7JdVXrpN_DM,220,410.5345162761952,290.2917403700367,304.0208335929107,337.3322358273121,317.2214504596189,-0.06233895,0.13474923,0.000164072,1160.719553287948,1.2273003758825922,3.694988612187306,12.019334727615703,170.48944091796875,-53.53529739,31.931703567504883,2.829196691513061,-39.27012253,25.835803985595703,5.287677764892578,-11.17073917,16.047027587890625,-3.348236322,0.074641302,6.8535261154174805,0.053891491,-0.153969899,0.058590807,0.1283594220876693,-0.078025922,-0.132466033,-0.023658147,0.024768893,0.014256872,0.00703397,0.019781154,0.052640807,1
1FVE3kKQdsQ,174.6141157165019,323.9647527821156,211.28204791122096,258.6205394,280.40333801023763,249.6114167,-0.390499846,0.12766175,2.9071652534184977e-05,1830.829587581927,-10.74113503,7.521477504690528,12.439723869471385,71.75520324707031,-24.09202957,-3.999201536,-39.45982742,-47.97541046,-13.98059559,-10.49342346,-9.16762352,16.902698516845703,-31.50159073,4.507114887237549,-10.08771324,0.5840506553649902,0.4080762863159179,0.1395885199308395,0.3326827883720398,-0.15014413,-0.122091554,-0.084278569,-0.072121531,-0.203693032,-0.083435953,-0.06729041,-0.003071916,1
ih2GlJydJGk,204.0850057270881,479.82340237271336,305.78200836531414,387.4929843823053,425.0119847,376.4022104785539,1.500166455506995,0.16145457,3.1893527193460613e-05,1586.8123963105247,5.787873599685974,4.287892143666917,15.372305377087969,92.45748901367188,-79.30052948,-0.042863883,-30.8627243,-51.16111755,-2.479843616,-29.66919518,-10.4529047,5.608390808105469,-32.75025558,2.736467123031616,-20.43759918,-0.527631223,-0.059851304,0.079939902,-0.048766308,-0.263001055,0.019393455,-0.030891931,0.1411313563585281,-0.052792311,-0.208571717,0.025525104,-0.033923749,1
4L40XjBZfXg,297.0769881570017,526.2822935644577,398.84739550836855,410.5345162761952,456.8359568027604,425.41004094063067,0.4575393277887621,0.066852905,-0.000294218,1377.1342914875534,-0.263690262,3.2719140496623416,14.256085445836325,110.8737564086914,-78.53204346,-4.574758053,-20.73478889,-26.81270599,-8.454268456,-10.07477188,-18.60591125,-12.70562077,-25.45323753,-25.19451904,-3.313392639,-0.003275005,0.2924788296222687,-0.491172612,-0.24241668,0.5215104818344116,-0.068888851,-0.432379931,-0.110203259,0.1306332647800445,0.2519568204879761,0.1443876475095749,0.1955279856920242,1
wmB5mFxU_EE,50.14473687070193,415.3046976,144.57754771474148,254.18183361503625,307.5533855193843,237.27181818935972,2.913556108124809,0.082047634,0.000115858,1869.462794852516,-3.794297323,12.004226348468576,8.740260687,93.67141723632812,-17.72102547,-10.67843437,-8.811023712,-37.25918579,-10.00186443,-2.990493774,-12.83252907,10.433039665222168,-13.85028648,-7.468451977,-9.113924026,0.2154082357883453,0.1227489784359932,0.1273781210184097,0.1484783291816711,-0.216567144,0.2449718415737152,-0.209619835,-0.181118071,-0.048726168,0.092195638,0.049928445,0.1972893625497818,1
0wte7RWbNFw,312.9293240034019,383.0422478502945,325.8414615030442,331.5370699244067,339.7777480931656,335.8162405944327,0.3826851272784685,0.19404382,-0.000214779,1543.790690462734,-0.758617496,4.594942966105626,8.890029888,139.5361328,-72.23577881,35.21969985961914,-45.9860611,-3.533730984,8.531657218933105,-18.02805328,8.994397163391113,-26.68997765,-9.623281479,-15.91807842,-20.94482231,0.222102091,0.10584265,0.020938354,-0.175992444,-0.13050665,-0.065549843,-0.019715929,-0.035059538,-0.012646502,0.047516182,0.007984095,-0.065649845,1
34nunpfcaw4,290.2917403700367,417.7105332182284,333.4576446322876,339.2863815897469,372.6767216529721,352.09574315041755,0.1566141988980671,0.108841315,-0.00042546,2012.6429375096216,4.740738579142924,5.718726932466091,13.283664000297188,56.04139328,-54.12046432,-14.42401028,-47.57010651,-22.95300293,-5.649887085,-28.55067444,-18.13412476,-3.259439945,-18.30474472,-9.638571739,-8.500716209,-0.197541386,0.012917403,0.1771425157785415,0.051136076,-0.16965352,-0.015323495,0.021468263,-0.017051071,0.012173754,-0.113416992,0.099084504,0.035038326,1
3iiThJcxFF8,282.02769802256034,460.8094140410758,367.3337273109148,384.1517184,396.0390798,377.17489280642894,2.0382687008868103,0.305918,-0.000504032,2130.0702142540968,-7.76715951,5.729284977125892,10.331573026082664,72.09345245361328,-87.13799286,-3.786336422,-15.38811207,-21.675951,-16.27093506,3.776733398,-9.396002769,16.532758712768555,2.0589756965637207,-7.940572739,-6.600999355,1.041948676109314,-0.775657296,-0.841307878,-0.490902454,0.4705203473567962,0.612747073,0.034193601,-0.267324924,0.2278895080089569,0.1745975762605667,-0.027677391,-0.162031829,1
1NDN1KODtaE,351.2512899969259,499.6219488,408.7611376596809,452.8929841231365,476.3729073341821,441.8766990165828,-0.043820317,0.19402096,-0.000232342,1381.3229026725758,-2.959465419,3.1386064034099124,14.569304847310706,123.70256805419922,-48.81928635,29.278764724731445,-46.68096542,-14.69951534,-4.805770397,-38.35975647,-3.138850689,-11.50237751,-15.98804474,-8.119297981,-2.184631348,0.1491332352161407,-0.04413395,-0.243584767,0.1006712689995765,-0.037653487,-0.022171041,-0.024855597,-0.074222527,0.168953389,0.087154016,-0.132171065,-0.058842398,1
1TczY7BXOPg,213.7370270537933,460.8094140410758,229.07767355765736,239.22080632633435,288.6197829762387,275.00968365025074,-0.961351286,0.058175683,-4.43E-05,1319.3829398544233,4.753084866167399,5.0171466290259685,-9.4103344,157.79331970214844,-77.08463287,13.891502380371094,13.091806411743164,-12.4359951,9.051145553588867,-6.770435333,3.447444200515747,-1.347717404,-12.66972351,4.787056922912598,-2.063845873,-0.111904249,-0.371797234,0.2604249715805053,-0.2270028,0.020413587,0.008514885,0.1186011061072349,0.2179280221462249,-0.210032299,0.003883323,-0.004342916,0.050465032,1
6WrRFWaJ7Ss,195.99771799087463,305.78200836531414,235.7901617579845,242.6993408760242,255.65002913072476,245.42370068311817,0.8216639692517124,0.09216976,-0.000122366,843.4789966255901,2.5057361543598025,3.4872505395548887,4.9312060163146745,184.8222045898437,-38.86525345,-5.368467808,-7.828920841,-25.94960213,22.451465606689453,-8.469744682,-38.85688019,-1.058145165,-6.303244591,-16.82891846,1.805134534835816,0.2468438148498535,-0.276754975,-0.246506393,-0.091975443,-0.045166634,-0.065070055,-0.081220739,0.015095801,0.1072641760110855,0.1411150693893432,0.1226163357496261,0.007501724,1
75X-N-whJYA,337.3322358273121,458.1553471153147,374.2935508183765,389.7377084050387,405.8191251778133,390.5734420088459,0.8359756403287191,0.19461921,8.177279960364103e-05,1361.2632295063397,7.591793517934315,3.4724452305487894,12.494256213187358,92.66131591796876,-44.27341461,15.791166305541992,-7.171947956,-22.81575966,-13.69744205,-17.54416847,-9.171513557,-2.331891775,-21.54395103,-19.68205261,-26.64505768,-0.886654496,-0.132003561,-0.515236318,-0.403073698,0.3695124089717865,-0.013115081,-0.220346421,0.026376115,-0.019114524,-0.334998131,-0.245431229,0.098247752,1
0zuWAbfWCkY,220,466.1637615180899,288.6197829762387,331.5370699244067,370.53026168318513,331.02128190949304,0.5280121033636928,0.087760344,-9.44E-06,1610.6551876539256,3.999706974,4.910256755804809,-14.53607202,106.25485229492188,-83.7795639,60.89405441,-33.33529282,-9.656006813,18.646499633789062,-30.42158508,19.955432891845703,0.7093324661254883,-7.536085129,8.302153587341309,-10.40489769,-0.231468692,-0.137377426,0.1128070652484893,-0.086740397,-0.110887714,-0.062915154,-0.010192523,0.04359233,-0.004674946,0.028931933,0.029851275,-0.062721439,1
5pclyNFlbyE,124.90548719779652,329.6275569128699,249.81097439559295,266.1986996282444,282.8469354,257.6712145561912,-0.362033384,0.0942806,-0.000753769,1341.743636447963,5.880909809303701,5.395204952586305,6.7147123927436105,165.91860961914062,-93.13150787,10.794865608215332,-0.988189936,-56.8023262,5.530186176300049,-10.89260578,-22.04454803,16.048654556274414,-8.014719963,-9.366469383,8.925088882446289,-0.320484936,-0.33998841,-0.092249788,0.02517096,0.185345173,0.097592324,-0.06476564,0.2005763351917266,0.1999011784791946,-0.100258067,-0.057455868,-0.030795308,1
3VQQ7Qa_UYQ,173.60841241450112,442.5488940698555,349.2282314330038,363.6381399878532,425.0119847,364.1636819260882,-2.726781994,0.1310022,-0.000699438,2033.8389147090188,0.7720461729201291,5.8562972718685735,9.376015690246758,68.87367248535156,-69.54430389,-19.40321732,-32.19265747,0.076922141,-25.15994644,12.277252197265623,-21.50334549,16.152862548828125,-16.34011841,-11.47116184,-6.872300625,0.153330773,0.2856045663356781,-0.121985786,0.071611993,0.1136206686496734,0.2316865772008896,0.057784393,0.1671087741851806,0.083621651,0.1828092783689499,0.04659399,0.2422494292259216,1
0aJi8s1SJRY,202.90956258890665,663.0741398488134,275.58617649730814,318.3992322368831,364.1647735665966,363.4623430357814,-0.683629622,0.24013303,-0.000261627,1046.826102994488,1.241886306,3.136383049374902,17.99967194634184,143.70126342773438,-45.41138077,0.1162261366844177,-19.5716095,-60.15774155,-5.573912144,-15.9336319,-37.40166855,11.922242164611816,9.911206245422363,-18.53603745,-1.668612123,-0.247132763,0.1242778822779655,0.056746028,-0.201910973,-0.129461482,0.1227093562483787,0.079312846,-0.081770681,-0.027386604,-0.013508006,-0.094945014,-0.026352154,1
5z7kgC7eTcI,210.0651528602916,644.1977062160751,221.27444703492776,252.7136380993477,340.26911459658425,284.0962703,-0.067941504,0.061384108,-0.001269634,1118.025302357716,-3.327684931,4.080212099803486,-3.374180846,116.92871856689452,51.05030822753906,-18.15835571,-32.89421082,-24.16304588,-45.94269562,-38.96669006,-31.85230064,-15.55476952,-17.41007423,-7.727920532,-19.26830101,-0.311561704,0.1160775423049926,0.6218264698982239,0.1575141698122024,-0.140069619,0.3248824775218963,-0.050550152,0.021613192,-0.161973268,-0.037151657,-0.138474464,-0.169139057,1
0Mo9oUnsgDA,263.1411467822288,442.5488940698555,333.4576446322876,343.2286994458844,386.9350355413764,354.0576523182251,0.8397526054378552,0.19861293,-0.000516325,1242.5831180534014,-3.418505616,3.5066613887854032,14.083825145345932,155.97366333007812,-57.50626755,36.30572509765625,-13.79403305,-42.46467209,21.374481201171875,-5.534902573,-10.02224827,18.45487594604492,-11.96542645,-0.611813128,9.564696311950684,0.069813654,-0.122718632,-0.099822789,0.092877001,0.015517016,0.052436981,-0.055538673,0.1508044153451919,0.1306733787059784,-0.026011635,-0.044664726,0.091809221,1
5DN3Yk3Xeq4,300.5288565,514.2619893669481,364.1647735665966,415.3046976,425.0119847,406.95381928630286,0.050103106,0.12925105,-1.98E-05,1541.1587757475838,0.008434006,3.855149050914509,11.982275760545344,132.5382843017578,-99.27719116,1.7879571914672852,-8.290937424,-28.83044434,30.08963966369629,-19.65067291,-28.95744324,17.176271438598633,-16.05176735,-17.47712708,7.688033103942871,-0.02749618,0.036378305,0.064690813,0.000754129,0.02973724,0.015565844,-0.053119842,-0.012337565,-0.046001889,-0.080236629,0.012965918,0.008800648,1
